id	family	class	kind	stable	load_bearing	A_raw_median	A_corr_median	B_n	B_median	a	b	c_raw	c_corr	verdict	edge	closing_rule	S1_verdict	S2_verdict	agreement
VEND|j2boa|mode-slow	VEND	pooled	board	Y	N	26.203781	26.863274	8	26.859653	+0.025030	-0.000135	+0.000171	-0.000407	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
VEND|j2boa|mode-fast	VEND	pooled	board	Y	N	25.339388	25.954510	1	25.851886	+0.020225	-0.003954	-0.004517	-0.004225	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D8|arp|b1-b2	D8	-	host-timer	Y	N	1.007092	1.007092	47	1.018528	+0.011355	+0.011355	-	-	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D8|arp|b2-b3	D8	-	host-timer	Y	N	1.024005	1.024005	36	1.023983	-0.000022	-0.000022	-	-	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D8|arp|b3-fail	D8	-	host-timer	Y	N	1.024357	1.024357	37	1.024218	-0.000136	-0.000136	-	-	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D8|arp|b1-trigger	D8	-	host-timer	N	N	-0.0000685	-0.0000685	46	-0.000063	-0.072993	-0.072993	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D8|nic2bcast2|quiet|pooled	D8	pooled	host-timer	Y	N	4.240696	4.240696	6	4.215438	-0.005956	-0.005956	-	-	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D7|dB|B00-B09	D7	-	clock-free	Y	N	810	810	12	810.000000	+0.000000	+0.000000	-	-	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D7|dB|B09-B10	D7	-	clock-free	Y	N	5021	5021	12	5021.000000	+0.000000	+0.000000	-	-	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D7|dB|total	D7	-	clock-free	Y	N	5831	5831	12	5831.000000	+0.000000	+0.000000	-	-	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
EXACT|PQ-boot|bytes	EXACT	-	exact	exact	N	2117	2117	8	2117.000000	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: every P*Q-rNN-boot 2,117 B (8 boots)]	S1 same/num-same S2 same/num-same
EXACT|P1L-boot|bytes	EXACT	-	exact	exact	N	-	-	7	-	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: every P1L-rNN-boot 7,948 + e B, normalised 7,948 (3 boots)]	S1 same/num-same S2 same/num-same
EXACT|boot|RLXFW-ID0	EXACT	-	exact	exact	N	-	-	11	-	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: RLXFW-ID0=A2C56BC8 in all 11 boots]	S1 same/num-same S2 same/num-same
EXACT|boot|RLXFW-N7	EXACT	-	exact	exact	N	-	-	11	11.000000	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: RLXFW-N7=00000011 in all 11 boots]	S1 same/num-same S2 same/num-same
EXACT|map|bytes	EXACT	-	exact	exact	N	3013	3013	3	3013.000000	-	-	-	-	EXACT MISS		not a D3 number (card B 3.2)	EXACT MISS	exact MISS [card B 3.2: every map 3,013 B]	S1 same/num-same S2 same/num-same
EXACT|map|body-digest	EXACT	-	exact	exact	N	-	-	3	-	-	-	-	-	EXACT MISS		not a D3 number (card B 3.2)	EXACT MISS	exact MISS [card B 3.2: MB body digest 0927be41e91fe4bd... by the card's pipeline]	S1 same/num-same S2 same/num-same
EXACT|map|compare-differ-line	EXACT	-	exact	exact	N	-	-	3	-	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: exactly the group-0 DIFFER line]	S1 same/num-same S2 same/num-same
EXACT|map|compare-summary	EXACT	-	exact	exact	N	-	-	3	-	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: 31 same, 1 DIFFER, 0 scope, 0 extra, 0 missing]	S1 same/num-same S2 same/num-same
EXACT|map|header	EXACT	-	exact	exact	N	-	-	3	-	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: the ten header fields]	S1 same/num-same S2 same/num-same
EXACT|P1-OFF|bytes	EXACT	-	exact	exact	N	139	139	15	139.000000	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: every P1-OFFnn 139 B (15)]	S1 same/num-same S2 same/num-same
EXACT|P1-OFF-HP|udp	EXACT	-	exact	exact	N	-	-	1	-	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: 15 udp events on port 50000, each len=10]	S1 same/num-same S2 same/num-same
EXACT|V-BOOT|bytes	EXACT	-	exact	exact	N	1789	1789	7	1789.000000	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: every V*-BOOT 1,789 B (7)]	S1 same/num-same S2 same/num-same
EXACT|V-BOOT|end	EXACT	-	exact	exact	N	-	-	7	-	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: ends 'boa: starting server pid=350, port 80' (source token boa-end; 3rd reading checks the bytes)]	S1 same/num-same S2 same/num-same
EXACT|V-BOOT|digest	EXACT	-	exact	exact	N	-	-	7	-	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: sha256 in one of seating A's two orders]	S1 same/num-same S2 same/num-same
EXACT|M1-BOOT|bytes	EXACT	listen	exact	exact	N	1901	1901	1	1901.000000	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: M1-BOOT 1,901 B]	S1 same/num-same S2 same/num-same
EXACT|M2-BOOT|bytes	EXACT	listen	exact	exact	N	1979	1979	1	1979.000000	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: M2-BOOT 1,979 B]	S1 same/num-same S2 same/num-same
EXACT|V-HD|bytes	EXACT	-	exact	exact	N	-	-	7	118.000000	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: every V*-HD 118 B, byte-identical to 2026-08-31c/K2-2a.log (3rd reading cmp)]	S1 same/num-same S2 same/num-same
EXACT|burn-flag	EXACT	-	exact	exact	N	1	1	12	1.000000	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: every *-AB/*-AB2 00000001 (12)]	S1 same/num-same S2 same/num-same
EXACT|looprun-S5b	EXACT	-	exact	exact	N	0	0	11	0.000000	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: every looprun S5b read 00000000 (11)]	S1 same/num-same S2 same/num-same
EXACT|P1-N0|flags	EXACT	-	exact	exact	N	-	-	2	-	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: recov_mode 1, ph_follow 1]	S1 same/num-same S2 same/num-same
EXACT|P1-ETH4	EXACT	-	exact	exact	N	-	-	1	-	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: HWaddr as the card's, inet 10.1.1.4, Mask 255.0.0.0, line 12 eth4 (address compared by the source, not printed)]	S1 same/num-same S2 same/num-same
EXACT|P1-DOWN	EXACT	-	exact	exact	N	-	-	1	-	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: RLXFW-N-ENGOFF, RLXFW-N-NDSTOP, no line 12]	S1 same/num-same S2 same/num-same
